locus NW_006803924.1:1004515
25 0
16 0
locus NW_006803926.1:892949
7 0
9 1
6 5
5 0
9 0
32 0
7 1
17 0
0 17
4 0
3 2
10 0
10 0
locus NW_006803926.1:1670331
10 0
17 0
9 0
8 0
6 0
13 0
13 0
6 0
5 1
5 0
8 0
18 0
10 0
locus NW_006803926.1:3240787
13 0
17 0
18 0
8 0
9 0
21 0
5 0
24 0
21 0
6 0
5 0
9 0
9 0
locus NW_006803926.1:3292532
9 0
14 0
8 0
5 0
13 0
25 0
7 0
13 0
13 0
4 0
6 0
16 0
12 0
locus NW_006803926.1:3366384
10 0
8 0
7 0
9 0
9 0
23 0
4 0
11 0
6 0
4 0
5 0
14 0
7 0
locus NW_006803926.1:3851893
15 0
18 1
20 0
6 0
14 0
25 0
5 0
10 0
9 0
4 0
4 0
5 0
10 0
locus NW_006803926.1:4474949
9 0
25 0
14 0
6 0
9 0
20 0
7 0
8 0
14 0
4 2
6 0
15 0
24 0
locus NW_006803926.1:7111270
14 0
16 0
19 0
12 0
9 0
17 0
12 0
15 0
12 0
4 0
8 0
13 0
5 0
locus NW_006803926.1:8128457
14 0
15 0
19 0
4 0
11 0
19 0
5 0
13 0
10 0
5 0
5 0
11 0
12 0
locus NW_006803926.1:9708680
9 0
11 0
15 0
8 0
7 0
23 0
11 0
16 0
9 0
5 0
5 0
8 0
13 0
locus NW_006803926.1:10008917
13 0
13 0
12 0
9 0
8 0
19 0
7 0
11 0
12 0
6 0
4 0
9 0
5 0
locus NW_006803926.1:11024312
9 0
12 0
11 0
4 0
9 0
26 0
11 0
9 0
9 0
4 0
4 0
7 0
11 0
locus NW_006803926.1:11076432
17 0
26 0
40 0
8 0
25 0
53 0
24 0
27 0
27 0
5 2
7 0
18 0
15 0
locus NW_006803926.1:12364156
5 0
15 0
16 0
5 0
6 0
14 0
15 0
8 0
12 0
5 0
5 0
12 0
10 5
locus NW_006803926.1:12426246
6 0
10 0
16 0
14 0
7 0
17 0
8 0
9 0
6 0
5 0
4 0
13 0
8 1
locus NW_006803926.1:13206261
8 0
11 0
10 0
7 0
5 0
13 8
9 0
0 6
14 0
7 0
5 0
12 0
6 0
locus NW_006803926.1:13502206
12 0
9 0
14 0
12 0
16 0
22 0
9 0
16 0
16 0
5 0
8 0
18 0
0 9
locus NW_006803926.1:13962339
0 6
12 0
9 7
0 4
19 0
7 14
12 0
15 0
10 0
5 0
0 6
20 0
9 0
locus NW_006803926.1:15083129
14 0
13 0
21 0
10 0
8 0
17 0
12 0
19 0
8 0
0 4
5 0
11 0
0 11
locus NW_006803927.1:2820279
9 0
0 10
17 0
8 0
14 0
17 0
24 0
22 0
0 17
4 0
5 0
0 14
16 0
locus NW_006803927.1:3434020
0 11
27 0
0 8
0 5
8 4
17 9
5 8
0 14
11 0
0 5
0 8
10 0
0 10
locus NW_006803927.1:5376101
13 0
13 0
12 0
7 0
5 0
18 0
8 0
13 0
9 0
9 0
4 0
4 0
9 0
locus NW_006803927.1:7058481
6 0
14 0
10 0
4 0
4 0
4 0
5 0
6 0
12 0
7 0
5 0
7 0
6 0
locus NW_006803927.1:7809783
2 6
13 0
22 0
5 0
7 0
18 0
6 0
9 3
10 0
8 0
0 4
5 0
10 0
locus NW_006803927.1:8243830
9 1
20 1
21 0
6 0
6 0
28 0
12 0
17 0
13 0
5 0
5 0
13 0
11 0
locus NW_006803927.1:8971930
11 0
18 0
12 0
6 0
10 0
20 0
15 0
22 0
15 0
9 0
8 0
8 0
6 0
locus NW_006803927.1:9197917
8 0
13 0
13 0
12 0
9 0
10 0
8 0
16 0
8 0
5 0
7 0
9 0
14 0
locus NW_006803927.1:9560264
19 0
11 0
5 6
3 2
5 0
22 0
9 0
9 0
13 0
4 0
5 0
11 0
15 0
locus NW_006803927.1:9606476
5 0
4 0
12 0
7 0
16 0
16 0
5 2
12 0
21 0
7 0
4 0
20 0
4 0
locus NW_006803927.1:9847522
10 0
11 0
14 0
7 0
9 0
18 0
5 0
18 0
11 0
7 2
4 0
14 0
11 0
locus NW_006803927.1:14571377
0 10
3 3
9 0
1 3
0 6
14 9
0 5
0 22
13 0
0 4
0 8
19 0
0 9
locus NW_006803928.1:924321
13 0
16 0
14 0
9 0
7 0
24 0
14 0
7 0
8 0
4 0
4 0
12 0
10 0
locus NW_006803928.1:1274287
12 0
10 0
14 0
9 0
5 0
26 0
17 0
8 0
4 9
7 0
4 0
10 0
10 0
locus NW_006803928.1:1344025
6 0
10 0
14 0
6 0
20 0
16 0
7 0
11 0
10 0
4 0
6 0
8 0
13 0
locus NW_006803928.1:1667323
23 0
12 0
12 0
8 0
17 0
17 0
7 0
13 0
19 0
0 5
6 0
16 0
0 7
locus NW_006803928.1:6861384
5 0
16 0
17 0
5 0
17 0
34 0
9 0
6 0
6 0
4 0
5 0
20 0
8 0
locus NW_006803928.1:11917212
12 0
14 0
23 0
6 0
6 0
30 0
10 0
13 0
14 0
5 0
6 0
8 0
6 0
locus NW_006803928.1:12390678
8 0
15 0
28 0
5 0
10 0
7 0
10 0
14 10
17 0
0 5
7 0
4 0
8 5
locus NW_006803929.1:1887980
11 0
13 0
19 0
4 0
17 0
20 1
6 0
10 1
11 1
4 0
9 0
10 0
10 0
locus NW_006803929.1:1967614
11 0
8 0
16 0
5 0
6 0
18 0
10 0
8 0
20 0
1 4
6 0
6 0
8 0
locus NW_006803929.1:2233990
14 0
12 0
28 0
4 0
13 0
25 0
7 0
16 0
4 0
6 1
5 0
6 0
13 0
locus NW_006803929.1:2571040
10 0
8 0
14 0
4 0
18 0
7 0
6 0
10 0
16 0
7 0
4 0
4 0
7 0
locus NW_006803929.1:4405080
0 12
10 0
8 12
0 8
0 7
0 20
0 17
0 16
8 0
0 4
0 7
10 0
0 11
locus NW_006803929.1:5119778
5 0
11 0
12 0
7 0
3 2
21 1
10 0
9 0
0 9
4 0
8 0
1 9
8 0
locus NW_006803929.1:7796562
11 0
8 0
24 0
5 0
9 0
33 0
9 0
18 0
10 0
7 1
4 0
7 0
13 0
locus NW_006803929.1:10382960
11 0
10 0
4 5
6 0
6 0
10 0
5 0
11 0
9 0
5 0
0 5
6 0
5 0
locus NW_006803929.1:10969946
8 0
11 0
20 0
8 0
12 0
17 0
7 0
15 0
15 0
5 0
4 0
8 0
16 0
locus NW_006803929.1:11140639
8 0
23 0
13 0
8 0
7 0
14 0
11 0
17 0
16 0
4 0
6 1
13 0
6 0
locus NW_006803929.1:11622357
5 0
21 0
22 0
10 0
17 0
24 0
12 0
13 0
8 0
5 0
7 0
14 0
8 0
locus NW_006803929.1:11751764
11 0
14 0
13 0
8 0
14 0
25 0
5 0
13 0
8 0
6 0
5 0
8 0
15 0
locus NW_006803929.1:12570021
12 0
8 0
13 0
11 0
7 0
12 0
10 0
14 0
13 0
5 0
5 0
12 0
21 0
locus NW_006803930.1:2621580
15 0
1 10
18 0
6 0
10 0
20 0
10 0
14 0
13 0
5 0
4 0
14 0
10 0
locus NW_006803930.1:3857665
11 0
8 0
15 0
10 0
14 0
32 0
3 1
19 0
9 0
4 0
6 0
6 0
11 0
locus NW_006803930.1:4129808
6 0
19 0
23 0
7 0
5 0
16 0
11 0
15 0
12 0
4 0
8 0
7 0
30 0
locus NW_006803930.1:4286788
6 0
13 0
14 0
9 0
8 0
17 0
9 0
16 0
7 0
4 0
6 0
10 0
4 0
locus NW_006803930.1:4290718
7 0
25 0
7 0
5 0
5 0
5 4
7 0
16 0
4 0
5 0
4 0
17 0
6 0
locus NW_006803930.1:4863884
11 0
5 0
14 0
5 0
13 0
14 0
10 0
18 0
9 0
5 0
4 0
15 0
13 0
locus NW_006803930.1:5275601
14 28
22 46
8 40
4 23
5 22
23 50
12 16
6 26
11 48
2 7
4 17
7 18
5 24
locus NW_006803930.1:5286978
34 10
46 18
42 9
24 7
31 7
50 12
18 6
43 14
50 32
12 9
6 3
31 6
59 8
locus NW_006803930.1:6718903
10 0
8 0
8 0
8 0
13 0
28 0
6 0
17 0
19 0
4 0
4 0
13 0
13 0
locus NW_006803930.1:6814826
0 12
11 0
1 15
0 11
0 9
0 23
0 15
0 12
14 0
0 4
0 7
6 0
0 6
locus NW_006803930.1:6969990
9 0
23 0
27 0
6 0
10 0
23 0
7 0
9 0
10 0
12 0
6 0
8 0
8 0
locus NW_006803930.1:7126032
10 0
5 0
23 0
5 0
8 0
21 0
4 0
7 0
10 0
4 0
9 0
17 0
12 0
locus NW_006803930.1:7705697
12 0
19 0
12 0
7 0
6 0
23 0
11 0
18 0
13 0
4 0
4 1
7 0
5 0
locus NW_006803930.1:11549050
11 0
6 0
15 0
8 0
5 0
28 0
5 0
11 0
9 0
5 0
6 0
15 0
11 0
locus NW_006803930.1:11731200
10 0
13 0
11 0
8 0
9 0
21 0
10 0
16 0
12 0
4 0
6 0
7 0
14 0
locus NW_006803931.1:427376
10 0
13 0
19 0
6 0
6 0
18 0
10 0
6 0
18 0
5 0
7 0
16 0
14 0
locus NW_006803931.1:1165157
8 0
17 0
8 0
9 0
15 0
10 0
5 0
13 0
14 0
7 0
7 0
8 0
9 0
locus NW_006803931.1:3287137
1 7
17 0
7 10
0 5
0 5
0 17
0 10
10 4
15 0
0 4
0 6
12 1
0 10
locus NW_006803931.1:4271720
14 0
20 0
12 0
5 0
12 0
22 0
10 0
10 0
6 0
6 0
4 0
9 0
8 0
locus NW_006803931.1:4399642
12 0
11 0
17 0
5 0
13 0
16 0
8 0
8 0
22 0
4 0
6 0
4 0
8 0
locus NW_006803931.1:7535423
8 0
25 0
15 0
4 0
16 0
14 0
13 0
17 0
0 13
5 0
4 0
0 18
13 0
locus NW_006803931.1:8114153
14 1
18 0
11 0
10 0
8 0
10 0
4 0
14 0
9 0
4 0
9 0
11 0
19 0
locus NW_006803931.1:9179841
12 0
9 0
14 0
7 0
6 0
25 1
6 0
17 0
12 0
9 0
4 0
13 0
9 0
locus NW_006803931.1:10633683
11 0
13 0
19 0
5 0
9 0
17 0
13 0
18 0
21 1
5 0
6 0
17 0
8 0
locus NW_006803932.1:1155446
16 1
15 1
13 0
6 0
11 0
9 0
11 0
10 0
8 0
6 0
4 0
11 0
9 0
locus NW_006803932.1:3423657
10 0
14 0
0 14
6 0
0 4
30 0
7 3
11 0
7 0
6 0
0 5
12 0
12 0
locus NW_006803932.1:3985358
10 0
12 0
18 0
4 0
7 0
25 0
8 0
12 0
12 0
6 0
7 0
6 0
6 0
locus NW_006803932.1:6983338
11 0
11 0
14 0
10 0
8 0
17 0
7 0
20 0
9 0
7 0
6 0
5 0
5 0
locus NW_006803932.1:7478791
0 16
21 0
13 3
0 6
0 6
7 13
0 8
0 15
8 0
0 5
0 10
7 0
0 17
locus NW_006803933.1:1134795
9 0
27 1
18 0
6 0
13 0
20 0
5 0
15 0
10 0
5 0
8 0
4 0
11 0
locus NW_006803933.1:2921616
12 0
15 1
19 1
8 0
11 0
31 0
5 0
12 0
18 0
4 0
5 0
11 0
11 0
locus NW_006803933.1:4401560
10 0
16 0
6 0
7 0
9 0
26 0
8 0
18 0
9 0
5 0
4 0
4 0
8 0
locus NW_006803933.1:5369060
8 0
18 1
18 0
6 0
9 0
16 0
10 0
13 0
17 0
5 0
9 0
8 0
15 0
locus NW_006803933.1:6076416
1 4
12 6
0 9
0 7
0 6
18 0
0 4
7 4
11 0
4 0
1 4
0 7
8 0
locus NW_006803933.1:8502611
0 11
22 0
0 14
1 7
0 6
1 27
0 8
0 23
6 0
0 4
0 4
18 0
0 18
locus NW_006803933.1:8553852
6 0
7 1
12 0
6 0
14 0
30 0
4 0
8 0
12 0
8 0
5 0
13 0
11 0
locus NW_006803933.1:8591804
16 0
13 0
16 0
7 0
8 0
22 0
10 0
18 1
16 0
9 0
5 0
13 0
5 0
locus NW_006803933.1:9065546
4 0
17 0
16 0
11 0
7 0
17 1
9 0
12 0
24 0
4 0
5 0
20 0
19 0
locus NW_006803933.1:9366255
7 0
22 0
18 0
6 0
12 0
36 0
1 6
9 0
9 0
1 4
4 0
12 0
7 0
locus NW_006803933.1:9615890
9 0
21 0
17 0
4 0
8 0
20 0
9 0
12 0
12 0
8 0
4 0
9 0
14 0
locus NW_006803934.1:609558
20 0
16 0
29 2
11 0
14 0
19 0
16 0
15 0
23 0
6 0
7 2
12 0
9 0
locus NW_006803934.1:669218
11 0
12 0
17 0
7 0
14 0
17 0
8 0
26 0
10 0
5 0
4 0
7 0
17 2
locus NW_006803934.1:1279091
0 6
14 0
0 28
5 2
0 7
1 21
8 3
16 0
4 0
4 0
0 8
13 0
0 5
locus NW_006803934.1:1444477
5 0
18 0
20 0
11 0
10 0
25 1
9 0
13 0
11 0
8 0
4 0
10 0
14 0
locus NW_006803934.1:4579305
9 0
19 0
16 0
10 0
13 0
37 0
7 0
8 0
13 0
5 0
4 0
7 0
8 0
locus NW_006803934.1:4989377
7 0
10 0
16 0
7 0
10 0
15 0
4 0
9 0
11 0
6 0
4 0
8 0
14 0
locus NW_006803934.1:5843610
1 7
7 0
0 14
0 8
3 4
9 11
0 5
14 6
15 0
4 0
0 4
4 0
6 0
locus NW_006803934.1:6294978
19 0
8 0
15 0
8 0
7 0
24 0
4 0
10 0
12 0
3 1
4 0
4 0
1 11
locus NW_006803934.1:6965658
13 0
8 0
12 0
9 0
7 0
18 0
12 0
8 0
10 0
6 0
6 0
4 0
10 0
locus NW_006803934.1:8038881
11 0
12 0
15 0
7 0
14 0
21 0
9 0
13 0
5 0
4 0
7 0
8 0
15 0
locus NW_006803934.1:8906006
16 0
28 0
22 0
8 0
4 0
19 0
4 0
19 0
8 0
6 0
6 0
4 0
11 0
locus NW_006803935.1:406006
9 0
14 0
4 0
6 0
8 0
29 0
6 0
7 0
12 0
8 0
4 0
8 0
6 0
locus NW_006803935.1:4249844
16 0
15 0
16 0
7 0
15 0
21 0
4 0
17 0
5 0
5 0
4 0
9 0
9 0
locus NW_006803935.1:4651861
17 0
15 0
12 0
10 0
5 1
31 0
15 0
13 0
8 0
4 0
5 0
10 0
7 0
locus NW_006803935.1:4746135
10 0
12 0
5 7
3 4
0 8
5 7
0 8
6 0
12 0
9 0
4 0
23 0
6 0
locus NW_006803935.1:5518520
11 0
11 0
9 0
4 0
4 0
15 0
12 0
15 0
10 0
5 0
7 0
10 0
9 0
locus NW_006803935.1:6492136
5 3
12 0
0 15
0 7
0 13
0 19
0 5
0 16
12 0
0 6
2 2
7 0
0 11
locus NW_006803935.1:8339563
7 1
18 0
19 0
8 0
15 0
18 0
12 0
16 0
7 0
5 0
5 0
7 0
13 0
locus NW_006803935.1:11028721
11 0
13 1
28 0
16 0
23 0
94 0
31 0
35 0
25 0
15 0
21 0
29 0
46 0
locus NW_006803935.1:11029261
5 10
7 12
15 16
5 0
3 13
13 16
2 5
4 9
2 4
2 2
1 7
5 5
4 2
locus NW_006803936.1:592950
0 9
2 6
0 18
0 7
0 8
0 23
0 4
0 21
5 0
0 5
0 6
9 0
0 18
locus NW_006803936.1:4467117
8 0
11 1
12 0
7 0
10 0
21 0
7 0
9 0
15 0
4 0
4 2
12 0
11 0
locus NW_006803936.1:4554622
7 0
26 0
17 0
12 0
10 0
17 0
16 0
10 0
17 0
4 0
4 0
11 0
12 0
locus NW_006803936.1:4694355
12 0
10 1
21 0
8 0
12 0
18 0
11 0
10 0
15 0
4 0
4 0
12 0
6 0
locus NW_006803936.1:5305579
32 0
19 0
8 0
6 0
10 0
16 1
9 0
6 0
11 1
4 0
5 0
0 8
5 0
locus NW_006803936.1:5459620
21 0
13 0
18 0
6 0
13 0
23 0
9 0
12 0
6 0
10 0
5 0
11 0
12 0
locus NW_006803936.1:5845271
15 0
15 0
12 0
6 0
6 0
7 0
10 0
14 0
5 0
7 0
8 0
10 0
11 0
locus NW_006803936.1:5949095
7 0
1 13
16 0
4 0
10 0
14 0
6 0
8 0
0 11
5 0
7 0
0 9
9 0
locus NW_006803936.1:6238253
7 0
15 0
13 0
4 0
8 0
14 0
7 0
11 0
7 0
5 0
5 0
5 0
4 0
locus NW_006803936.1:7595618
19 0
9 0
12 0
8 0
7 0
19 0
4 0
20 0
14 0
4 0
5 0
14 0
5 0
locus NW_006803936.1:9377680
9 0
15 0
11 0
6 0
7 0
15 0
5 0
13 0
12 0
4 0
6 0
6 0
11 0
locus NW_006803937.1:7748271
8 1
11 0
11 0
5 0
13 0
28 0
8 0
12 0
5 0
6 0
10 0
18 0
9 0
locus NW_006803937.1:8193943
9 0
12 0
22 0
6 0
8 0
19 0
5 0
18 0
15 0
5 0
6 0
10 0
9 0
locus NW_006803938.1:1797081
4 0
14 0
18 0
13 0
15 0
20 0
10 1
14 0
10 0
5 0
4 0
11 0
7 0
locus NW_006803938.1:2581294
7 0
16 0
10 0
8 0
10 0
21 0
11 0
12 0
7 0
7 0
5 0
7 0
6 0
locus NW_006803938.1:3206326
11 0
19 0
11 0
8 0
10 0
23 0
9 0
10 0
8 0
11 0
4 0
9 0
9 0
locus NW_006803938.1:3740276
5 0
12 14
14 0
5 0
10 0
10 0
9 0
7 0
8 0
4 0
5 0
0 5
7 0
locus NW_006803938.1:8876948
9 0
12 0
6 0
10 0
9 1
14 0
4 0
18 0
18 0
5 0
4 0
5 0
12 0
locus NW_006803938.1:9592611
0 16
10 0
0 9
0 5
0 7
0 21
0 4
0 10
6 0
4 0
7 0
13 0
8 0
locus NW_006803939.1:3896240
12 0
19 0
12 0
6 0
10 0
26 0
8 0
13 0
5 0
7 0
4 0
10 0
11 0
locus NW_006803939.1:4174447
12 0
9 0
4 1
5 0
10 0
31 0
9 0
18 0
13 0
7 0
4 0
15 0
17 0
locus NW_006803939.1:4962127
15 0
9 0
7 0
10 0
17 0
24 0
6 6
12 0
12 0
8 0
4 0
7 0
6 0
locus NW_006803939.1:5680172
0 22
1 20
20 0
0 10
6 10
0 23
1 14
0 16
0 8
0 10
0 5
14 0
0 10
locus NW_006803939.1:6121036
11 5
9 9
14 0
2 4
4 0
24 0
9 1
9 0
11 0
5 0
6 0
0 10
11 0
locus NW_006803939.1:8261899
13 0
14 0
26 0
15 0
10 0
25 0
15 0
6 0
5 0
6 0
4 0
12 0
10 0
locus NW_006803939.1:9119868
8 0
16 0
15 0
9 0
8 0
38 0
13 0
16 0
12 0
6 0
4 0
8 0
11 0
locus NW_006803940.1:1248610
5 0
14 0
10 0
4 0
8 0
15 0
5 0
12 0
7 0
4 0
5 1
8 0
14 0
locus NW_006803940.1:1468084
6 0
9 0
14 0
9 0
11 0
22 0
13 0
15 0
14 0
4 0
9 0
8 0
16 1
locus NW_006803940.1:1589747
9 0
13 0
13 0
13 0
15 0
29 0
12 0
15 0
10 0
4 0
4 0
6 0
10 0
locus NW_006803940.1:2116087
17 0
11 0
17 0
13 0
6 0
23 0
11 0
11 0
18 0
6 0
4 0
16 0
11 0
locus NW_006803940.1:3463269
0 5
13 0
0 19
2 2
0 6
10 7
2 2
6 4
13 0
8 0
2 2
12 0
6 0
locus NW_006803940.1:4383498
15 0
11 0
10 0
10 0
12 0
18 0
9 0
12 0
9 0
6 0
4 0
11 0
5 0
locus NW_006803940.1:5142121
11 0
21 0
16 0
8 1
12 0
12 0
8 0
16 0
15 0
6 0
7 0
10 0
11 0
locus NW_006803940.1:9473318
8 0
8 0
20 0
11 0
12 0
14 0
10 0
4 12
14 0
4 0
9 0
7 0
11 0
locus NW_006803941.1:2010950
9 0
14 0
13 1
4 0
6 0
14 0
10 0
10 0
11 0
6 0
4 0
15 0
8 0
locus NW_006803941.1:2331841
6 0
8 0
17 0
8 0
5 0
28 0
13 0
10 0
22 0
5 0
4 0
9 0
21 0
locus NW_006803941.1:5805068
0 13
26 0
0 18
0 14
0 6
0 29
11 1
0 9
4 0
0 6
0 6
6 2
0 9
locus NW_006803941.1:7011888
14 0
5 0
19 0
9 0
9 0
20 0
12 0
17 0
10 0
4 0
5 1
16 0
7 0
locus NW_006803941.1:7349414
4 0
13 7
10 7
5 1
10 2
17 8
4 2
17 6
11 5
4 2
4 1
3 4
10 3
locus NW_006803941.1:7941863
14 0
11 0
22 0
6 0
5 0
17 0
4 0
16 0
9 0
6 0
4 0
7 1
9 0
locus NW_006803941.1:8287904
7 0
12 0
11 0
5 0
4 0
26 0
11 0
6 0
27 0
5 0
4 0
11 0
6 0
locus NW_006803941.1:8317705
10 0
30 0
19 0
6 0
7 0
20 0
6 0
12 0
9 11
4 0
4 0
8 0
7 0
locus NW_006803942.1:41496
15 0
11 0
23 0
13 0
11 0
20 0
6 0
12 0
13 0
4 1
4 0
13 0
13 0
locus NW_006803942.1:288882
5 1
20 0
12 6
9 0
0 15
0 20
13 0
2 6
5 6
2 3
6 0
13 0
0 8
locus NW_006803942.1:656147
9 0
13 0
7 0
6 0
7 0
26 0
4 0
17 1
20 0
5 0
4 1
10 0
7 0
locus NW_006803942.1:1889365
26 0
12 0
20 0
9 0
4 0
23 0
11 0
8 0
14 0
4 0
4 0
10 0
5 0
locus NW_006803942.1:2116157
2 9
24 0
6 6
6 0
0 7
0 14
0 6
0 20
18 0
5 0
0 7
8 0
0 18
locus NW_006803942.1:2424180
3 4
6 10
3 26
5 7
1 4
12 21
2 5
3 9
5 16
2 3
4 4
2 8
3 2
locus NW_006803942.1:3654780
20 0
9 0
26 1
6 1
16 0
22 0
8 0
8 0
13 0
5 1
4 0
11 0
11 0
locus NW_006803942.1:4657688
6 0
12 0
14 0
11 0
5 0
14 0
7 0
7 0
11 0
6 0
7 0
4 0
15 0
locus NW_006803942.1:7081897
12 0
6 0
7 0
4 0
5 0
22 0
9 0
11 0
14 0
6 0
4 0
13 0
10 0
locus NW_006803942.1:7094300
7 0
16 0
21 2
12 0
10 0
23 0
7 0
18 0
10 0
7 0
6 0
16 0
14 0
locus NW_006803942.1:7170189
18 1
10 0
14 1
5 0
18 1
34 0
7 0
15 0
10 0
4 0
7 0
9 0
7 0
locus NW_006803942.1:7214217
15 0
15 0
14 0
0 14
0 6
0 19
0 7
0 12
20 0
6 0
0 4
8 0
11 0
locus NW_006803942.1:7485815
0 14
10 0
0 22
0 5
0 16
0 25
0 6
0 9
18 0
0 6
0 5
7 0
0 13
locus NW_006803942.1:7896601
19 0
23 0
17 1
8 0
7 0
27 0
10 0
19 0
14 0
4 0
4 0
13 0
10 0
locus NW_006803942.1:8804211
1 6
21 0
0 22
0 12
0 12
0 18
0 6
0 9
0 18
0 5
0 5
14 1
0 5
locus NW_006803943.1:1324965
7 0
23 0
17 0
11 0
12 0
20 0
13 0
8 0
10 0
5 0
8 0
18 0
9 0
locus NW_006803943.1:3769448
4 42
1 43
4 44
1 18
4 33
18 74
11 47
4 76
8 48
3 28
0 15
6 29
11 93
locus NW_006803943.1:3769846
93 1
107 0
131 1
50 0
81 0
175 0
19 0
132 0
66 0
18 0
40 0
63 0
78 0
locus NW_006803943.1:3785720
34 0
83 0
47 0
27 0
42 0
67 0
24 0
59 0
49 0
9 0
14 0
57 0
54 0
locus NW_006803943.1:3894939
2 19
5 23
2 33
3 15
2 21
6 60
0 14
1 37
7 36
1 12
0 5
3 34
3 63
locus NW_006803943.1:3919034
8 8
20 3
16 0
12 1
9 11
28 5
9 5
10 7
16 0
3 1
5 8
7 9
8 0
locus NW_006803943.1:5481939
5 9
19 0
12 0
1 4
5 2
10 16
4 6
5 4
10 0
0 9
0 4
9 0
0 11
locus NW_006803943.1:6452411
8 0
16 0
13 0
7 0
10 0
17 0
11 0
14 0
12 0
6 0
5 0
13 0
12 0
locus NW_006803943.1:6916645
6 0
21 0
20 0
6 0
8 0
17 0
11 0
15 0
17 0
7 0
4 0
6 0
5 1
locus NW_006803943.1:8617347
20 0
14 0
16 0
4 0
5 0
25 0
10 0
16 0
0 21
5 0
5 0
12 0
6 0
locus NW_006803944.1:557549
10 0
16 0
20 0
7 0
7 0
33 0
16 0
12 0
8 0
6 1
5 0
12 0
11 0
locus NW_006803944.1:1165445
13 0
11 0
14 0
7 0
4 0
17 0
7 0
8 0
13 0
5 0
7 0
13 0
5 0
locus NW_006803944.1:1749858
13 6
29 16
28 11
2 3
20 19
38 10
29 6
17 28
9 10
1 3
8 0
9 6
12 9
locus NW_006803944.1:4974480
9 0
11 0
23 0
6 0
8 0
26 0
9 0
15 0
10 0
5 0
7 0
5 0
9 0
locus NW_006803944.1:8014388
7 0
14 0
11 0
8 0
8 0
10 0
8 0
7 10
12 0
0 7
4 0
16 0
0 8
locus NW_006803944.1:8833497
14 0
29 0
27 5
15 0
24 0
35 0
8 4
20 8
19 0
5 0
5 0
