locus NW_006803924.1:5663849
locus NW_006803935.1:4746135
10 0
12 0
5 7
3 4
0 8
5 7
0 8
6 0
12 0
9 0
4 0
23 0
6 0
locus NW_006803935.1:5518520
11 0
11 0
9 0
4 0
4 0
15 0
12 0
15 0
10 0
5 0
7 0
10 0
9 0
locus NW_006803935.1:8339563
7 1
18 0
19 0
8 0
15 0
18 0
12 0
16 0
7 0
5 0
5 0
7 0
13 0
locus NW_006803935.1:11028732
11 1
15 0
26 2
12 4
16 7
66 23
27 4
32 5
26 0
14 0
20 1
28 0
47 0
locus NW_006803936.1:4694355
12 0
10 1
21 0
8 0
12 0
18 0
11 0
10 0
15 0
4 0
4 0
12 0
6 0
locus NW_006803936.1:5305579
32 0
19 0
8 0
6 0
10 0
16 1
9 0
6 0
11 1
4 0
5 0
0 8
5 0
locus NW_006803936.1:5845271
15 0
15 0
12 0
6 0
6 0
7 0
10 0
14 0
5 0
7 0
8 0
10 0
11 0
locus NW_006803936.1:7595618
19 0
9 0
12 0
8 0
7 0
19 0
4 0
20 0
14 0
4 0
5 0
14 0
5 0
locus NW_006803937.1:7748271
8 1
11 0
11 0
5 0
13 0
28 0
8 0
12 0
5 0
6 0
10 0
18 0
9 0
locus NW_006803938.1:3206326
11 0
19 0
11 0
8 0
10 0
23 0
9 0
10 0
8 0
11 0
4 0
9 0
9 0
locus NW_006803938.1:8876948
9 0
12 0
6 0
10 0
9 1
14 0
4 0
18 0
18 0
5 0
4 0
5 0
12 0
locus NW_006803938.1:9592611
0 16
10 0
0 9
0 5
0 7
0 21
0 4
0 10
6 0
4 0
7 0
13 0
8 0
locus NW_006803939.1:4962127
15 0
9 0
7 0
10 0
17 0
24 0
6 6
12 0
12 0
8 0
4 0
7 0
6 0
locus NW_006803939.1:5680172
0 22
1 20
20 0
0 10
6 10
0 23
1 14
0 16
0 8
0 10
0 5
14 0
0 10
locus NW_006803940.1:2116087
17 0
11 0
17 0
13 0
6 0
23 0
11 0
11 0
18 0
6 0
4 0
16 0
11 0
locus NW_006803940.1:5142121
11 0
21 0
16 0
8 1
12 0
12 0
8 0
16 0
15 0
6 0
7 0
10 0
11 0
locus NW_006803941.1:2010950
9 0
14 0
13 1
4 0
6 0
14 0
10 0
10 0
11 0
6 0
4 0
15 0
8 0
locus NW_006803941.1:7349414
4 0
13 7
10 7
5 1
10 2
17 8
4 2
17 6
11 5
4 2
4 1
3 4
10 3
locus NW_006803942.1:1889365
26 0
12 0
20 0
9 0
4 0
23 0
11 0
8 0
14 0
4 0
4 0
10 0
5 0
locus NW_006803942.1:2424180
3 4
6 10
3 26
5 7
1 4
12 21
2 5
3 9
5 16
2 3
4 4
2 8
3 2
locus NW_006803942.1:7094300
7 0
16 0
21 2
12 0
10 0
23 0
7 0
18 0
10 0
7 0
6 0
16 0
14 0
locus NW_006803942.1:7485815
0 14
10 0
0 22
0 5
0 16
0 25
0 6
0 9
18 0
0 6
0 5
7 0
0 13
locus NW_006803942.1:8804211
1 6
21 0
0 22
0 12
0 12
0 18
0 6
0 9
0 18
0 5
0 5
14 1
0 5
locus NW_006803943.1:3769448
4 42
1 43
4 44
1 18
4 33
18 74
11 47
4 76
8 48
3 28
0 15
6 29
11 93
locus NW_006803943.1:3769846
93 1
107 0
131 1
50 0
81 0
175 0
19 0
132 0
66 0
18 0
40 0
63 0
78 0
locus NW_006803943.1:3785720
34 0
83 0
47 0
27 0
42 0
67 0
24 0
59 0
49 0
9 0
14 0
57 0
54 0
locus NW_006803943.1:3894939
2 19
5 23
2 33
3 15
2 21
6 60
0 14
1 37
7 36
1 12
0 5
3 34
3 63
locus NW_006803943.1:3919034
8 8
20 3
16 0
12 1
9 11
28 5
9 5
10 7
16 0
3 1
5 8
7 9
8 0
locus NW_006803944.1:1749858
13 6
29 16
28 11
2 3
20 19
38 10
29 6
17 28
9 10
1 3
8 0
9 6
12 9
locus NW_006803944.1:8833497
14 0
29 0
27 5
15 0
24 0
35 0
8 4
20 8
19 0
5 0
5 0
23 0
24 0
locus NW_006803944.1:8912243
9 0
16 0
13 0
6 0
11 0
27 0
8 0
8 0
8 0
5 0
5 0
9 0
12 0
locus NW_006803945.1:782285
7 0
20 0
10 0
9 0
7 0
34 0
14 0
13 0
16 0
4 0
5 0
13 0
12 0
locus NW_006803945.1:2816637
7 0
12 0
20 0
7 0
6 0
15 0
8 1
20 0
11 0
7 0
5 1
4 1
6 0
locus NW_006803946.1:6708946
0 22
7 7
0 11
0 6
8 7
0 26
0 11
0 17
1 8
4 0
0 4
6 5
0 11
locus NW_006803947.1:3518201
7 0
14 0
11 0
6 0
10 0
26 0
9 0
14 0
23 1
4 0
6 0
11 0
9 0
locus NW_006803948.1:4168385
6 0
16 0
10 0
11 0
5 0
15 0
1 7
13 0
9 0
5 0
5 0
8 0
10 0
locus NW_006803948.1:4523406
13 1
12 0
10 0
4 0
13 0
16 0
5 0
17 0
18 0
4 0
6 0
7 0
4 0
locus NW_006803948.1:6021632
10 0
20 0
12 0
8 0
12 0
24 0
5 0
21 1
14 0
5 0
6 0
8 0
5 0
locus NW_006803949.1:2534809
5 7
8 8
17 0
5 0
4 1
5 10
0 10
6 8
7 0
4 0
5 0
16 0
7 0
locus NW_006803949.1:3228281
14 0
27 0
17 0
5 1
7 0
39 0
7 0
6 0
19 0
4 0
5 0
19 0
24 0
locus NW_006803949.1:4125487
8 0
16 0
17 0
6 0
8 0
25 0
5 0
24 1
5 0
5 0
4 0
6 0
10 0
locus NW_006803950.1:447481
10 0
6 0
13 0
5 0
15 0
21 0
7 0
19 0
0 12
4 0
4 0
7 0
7 0
locus NW_006803951.1:3912476
10 0
16 0
20 0
11 0
10 0
24 0
6 0
14 1
15 0
4 0
4 0
14 0
11 0
locus NW_006803951.1:4784567
13 0
30 0
8 0
5 0
16 0
22 0
4 0
22 0
7 0
6 0
8 0
14 0
11 0
locus NW_006803953.1:1871085
10 0
11 0
19 0
9 0
6 0
14 0
14 0
9 0
15 0
9 0
5 0
20 0
12 0
locus NW_006803953.1:4689243
11 0
18 0
25 0
4 0
9 0
29 2
7 6
14 0
14 0
5 0
5 0
8 0
15 0
locus NW_006803954.1:738164
0 14
9 0
0 20
0 5
0 12
0 13
1 7
0 9
15 0
0 5
0 4
16 0
0 16
locus NW_006803954.1:2190196
12 0
15 0
12 0
5 0
13 0
17 0
5 0
5 0
5 0
4 0
4 0
8 0
0 10
locus NW_006803954.1:5819615
7 0
13 0
15 0
8 0
6 0
34 0
10 0
20 0
8 0
5 0
4 1
11 0
12 0
locus NW_006803955.1:1390888
13 1
15 0
18 0
12 0
9 0
20 0
7 0
14 0
7 0
4 0
8 0
12 0
9 0
locus NW_006803955.1:5880020
7 0
4 0
9 0
14 0
8 0
26 0
6 0
13 0
12 0
4 0
8 0
13 0
9 0
locus NW_006803956.1:1720985
4 0
12 0
24 0
7 0
14 0
29 0
15 0
16 0
22 0
7 0
5 0
18 0
8 0
locus NW_006803956.1:4861231
5 0
12 0
10 0
7 0
5 0
15 0
6 0
16 0
10 0
4 0
4 0
19 0
12 0
locus NW_006803956.1:5034514
8 0
25 0
12 0
11 0
7 0
15 0
4 0
5 0
14 0
5 0
5 0
7 0
9 0
locus NW_006803957.1:7720599
12 0
16 23
35 0
14 0
16 0
29 0
12 0
21 0
25 0
7 0
6 0
9 14
20 0
locus NW_006803961.1:5683904
5 1
21 0
21 0
6 0
6 0
14 0
5 1
12 0
6 0
6 0
1 3
12 0
19 0
locus NW_006803962.1:4372160
0 11
23 0
1 20
0 6
3 2
0 16
10 2
0 12
4 0
5 0
2 2
16 0
9 0
locus NW_006803962.1:5728733
7 0
10 0
12 0
7 0
9 0
17 0
4 0
16 0
10 0
6 0
5 0
9 0
11 0
locus NW_006803963.1:2327961
11 0
20 0
11 0
7 0
5 0
14 0
7 0
11 0
7 0
4 0
4 0
6 0
2 6
locus NW_006803964.1:668496
9 0
6 0
13 0
5 0
15 0
19 0
9 0
8 0
6 0
1 4
6 0
5 0
0 11
locus NW_006803964.1:3735275
8 0
19 0
9 0
6 0
8 0
14 0
17 0
20 0
1 16
4 0
5 0
15 0
11 0
locus NW_006803965.1:1904556
11 0
21 1
23 0
17 0
12 0
40 0
17 0
30 0
12 0
5 0
6 0
16 0
22 0
locus NW_006803965.1:6120364
8 0
14 0
18 0
6 0
8 0
29 0
16 0
14 0
11 0
12 0
6 0
8 0
13 0
locus NW_006803965.1:6225037
10 0
34 0
16 0
7 0
6 0
11 0
7 0
8 7
9 0
4 0
7 0
13 0
5 0
locus NW_006803966.1:1466216
9 0
11 0
23 0
14 0
11 0
24 0
7 0
12 0
14 0
0 5
6 0
15 0
1 10
locus NW_006803968.1:312138
7 0
5 0
14 0
7 0
14 0
24 0
8 0
10 0
12 0
6 0
7 0
5 0
10 0
locus NW_006803968.1:1266727
27 0
24 0
17 0
6 0
9 0
31 0
11 0
17 0
9 0
10 0
5 0
8 0
19 0
locus NW_006803968.1:1378325
14 0
26 0
19 0
11 0
15 0
12 0
7 0
12 0
15 0
4 0
5 0
4 0
10 0
locus NW_006803968.1:2915831
18 0
14 0
14 0
7 0
5 0
27 0
6 0
14 0
8 0
6 0
5 1
5 0
12 0
locus NW_006803968.1:4209111
4 0
16 0
18 0
6 0
6 0
28 0
4 0
9 0
17 0
5 0
4 0
7 0
11 0
locus NW_006803968.1:4643087
0 4
8 0
0 8
0 5
5 1
5 8
0 6
0 4
8 0
5 0
0 5
5 0
9 0
locus NW_006803969.1:3718419
15 0
28 0
19 0
5 0
12 0
16 0
10 0
9 1
10 0
10 0
3 1
14 0
6 0
locus NW_006803970.1:1723145
11 0
14 0
18 0
11 0
9 0
27 0
11 0
8 1
8 0
8 0
11 0
8 0
14 0
locus NW_006803970.1:4185590
9 0
9 0
15 1
8 0
6 0
11 0
5 0
10 0
14 0
4 0
7 0
17 0
11 0
locus NW_006803971.1:2216373
11 0
15 0
13 0
4 0
8 0
15 0
8 0
13 0
7 0
10 0
4 0
21 0
15 0
locus NW_006803971.1:4959650
8 0
7 0
8 0
7 0
9 0
22 0
4 0
13 0
17 0
4 0
6 0
9 0
10 0
locus NW_006803972.1:1833197
12 0
19 0
15 0
5 0
10 0
17 0
6 0
7 0
11 1
2 8
5 0
6 0
13 0
locus NW_006803973.1:5434676
9 0
19 0
18 0
11 0
8 0
16 0
5 0
11 0
12 0
4 0
4 0
8 0
8 1
locus NW_006803975.1:415049
18 0
18 0
14 1
5 0
17 0
34 0
11 0
12 0
16 0
4 0
10 0
13 0
12 0
locus NW_006803975.1:525617
12 0
22 0
22 0
8 0
17 0
44 0
13 0
27 0
16 0
5 1
7 0
13 0
13 0
locus NW_006803975.1:2892730
0 16
7 0
23 0
0 4
0 6
0 17
2 2
10 4
10 0
0 8
0 8
8 0
0 9
locus NW_006803975.1:4989470
13 0
11 0
20 0
6 0
11 0
17 0
15 0
13 0
12 0
4 0
7 0
10 0
5 1
locus NW_006803976.1:3667227
12 0
13 0
19 0
4 0
5 0
28 0
9 0
11 0
13 0
9 0
5 0
13 0
8 0
locus NW_006803976.1:5340358
5 0
10 0
17 0
9 0
12 0
23 0
6 0
17 0
14 0
4 0
10 0
7 0
8 0
locus NW_006803977.1:1180082
15 0
15 0
18 1
9 0
6 0
22 0
13 0
13 0
8 0
6 0
7 0
11 0
6 0
locus NW_006803977.1:6405459
21 0
21 0
10 0
8 0
17 0
23 0
12 0
14 0
8 0
4 0
5 0
10 0
14 0
locus NW_006803979.1:1549015
8 0
10 0
14 0
6 0
13 0
26 0
9 0
15 0
27 0
8 0
8 0
5 0
11 0
locus NW_006803979.1:4559343
7 0
14 0
16 0
10 0
9 0
20 0
5 0
20 0
7 0
5 0
3 1
7 0
11 0
locus NW_006803980.1:2321788
10 0
15 0
14 0
7 0
11 0
17 0
5 0
14 0
17 0
5 0
4 0
10 0
10 0
locus NW_006803980.1:2335461
10 0
11 0
13 0
4 0
6 0
19 0
9 0
16 0
8 0
4 1
2 2
16 0
9 0
locus NW_006803982.1:2570870
0 12
19 1
12 0
1 6
6 4
9 6
0 8
0 12
18 0
0 6
0 4
8 0
0 4
locus NW_006803982.1:3177554
18 0
12 0
24 0
5 0
9 0
24 0
12 0
7 0
11 0
5 0
4 0
9 0
7 0
locus NW_006803983.1:5003063
6 0
12 0
8 0
10 0
13 0
19 0
8 0
9 0
13 0
5 0
6 0
15 0
4 0
locus NW_006803984.1:763643
15 0
12 0
14 0
9 0
4 0
23 0
4 0
11 0
7 0
4 0
5 0
13 0
5 0
locus NW_006803984.1:940562
4 0
21 0
10 0
5 0
4 2
15 0
8 0
17 0
13 0
4 0
4 0
11 0
13 0
locus NW_006803984.1:1383642
5 0
26 0
17 0
5 0
9 0
11 0
8 0
6 0
17 0
8 0
4 0
9 0
6 0
locus NW_006803984.1:1464510
14 0
12 0
13 0
9 0
11 0
23 0
4 0
14 0
12 0
5 0
4 0
8 0
8 0
locus NW_006803984.1:4830127
17 0
16 0
24 0
5 0
7 0
17 0
13 0
13 0
11 0
0 6
4 0
12 0
0 13
locus NW_006803985.1:1143085
19 0
22 0
8 0
7 0
8 0
24 0
6 0
18 0
15 0
5 0
10 0
23 0
28 0
locus NW_006803986.1:1438999
19 0
14 0
16 0
9 0
10 0
28 0
6 0
12 0
7 0
10 0
5 0
6 0
4 0
locus NW_006803986.1:2847824
6 0
12 0
12 0
6 0
5 0
24 0
11 0
16 0
11 0
7 0
4 0
12 0
16 0
locus NW_006803986.1:4828668
6 0
20 0
22 0
6 0
7 0
24 0
10 1
12 0
14 0
4 0
5 0
10 0
15 0
locus NW_006803986.1:4981189
4 0
13 0
10 0
5 0
14 0
19 0
6 0
15 0
9 0
3 1
5 0
7 0
10 0
locus NW_006803987.1:95094
15 0
7 0
15 0
5 0
10 0
14 0
6 0
15 0
18 0
4 0
5 0
6 0
4 1
locus NW_006803987.1:1779260
10 0
11 0
15 0
11 0
12 0
13 0
6 0
17 0
13 0
5 0
8 0
12 0
18 0
locus NW_006803989.1:1703865
5 0
16 0
9 0
8 0
7 0
15 0
5 0
13 0
13 0
5 0
5 0
6 0
9 0
locus NW_006803990.1:1215025
16 0
0 12
21 0
7 0
9 0
17 0
6 0
5 5
0 18
7 0
6 0
0 16
8 1
locus NW_006803991.1:3635239
8 0
20 0
14 0
7 0
6 0
22 0
4 0
13 0
7 8
9 1
4 0
12 0
15 0
locus NW_006803992.1:2271247
1 16
17 0
0 22
0 11
0 15
12 19
0 8
0 13
14 0
0 9
0 10
9 0
0 9
locus NW_006803992.1:3060355
7 0
9 1
13 0
9 0
10 0
23 0
4 0
11 0
27 0
4 0
4 0
4 0
5 0
locus NW_006803992.1:3827221
10 1
19 0
15 0
7 0
9 0
19 0
15 0
6 0
11 0
5 0
6 1
5 0
8 0
locus NW_006803992.1:5713509
36 0
37 5
68 0
17 0
23 0
70 0
27 2
40 5
22 9
7 0
10 0
10 10
16 0
locus NW_006803993.1:2004908
12 0
30 0
18 0
5 0
9 0
24 0
9 0
11 0
6 0
6 0
6 0
9 0
10 0
locus NW_006803993.1:5590772
0 4
11 0
8 10
0 4
8 3
0 21
0 11
0 15
16 0
4 0
0 4
0 8
4 0
locus NW_006803995.1:2814706
0 14
9 0
8 3
0 7
0 13
22 0
0 8
9 8
6 0
4 0
0 4
12 0
11 0
locus NW_006803995.1:3140651
7 0
2 7
21 0
7 0
8 0
18 0
9 0
12 0
7 9
7 0
7 0
0 13
7 0
locus NW_006803995.1:4959793
9 0
13 0
17 0
8 0
5 0
18 0
5 0
11 0
27 0
4 0
11 0
19 0
7 0
locus NW_006803996.1:2939204
9 0
14 0
17 0
7 0
7 0
12 0
5 1
13 0
10 0
10 1
5 0
16 0
8 0
locus NW_006803999.1:4293524
12 0
7 0
13 7
5 0
12 0
19 0
4 0
9 0
12 0
7 0
4 0
16 0
8 0
locus NW_006803999.1:4427356
8 0
12 0
27 0
9 0
4 0
22 0
5 0
20 0
15 0
4 0
4 0
16 0
6 0
locus NW_006804000.1:3651621
9 0
7 0
9 0
6 0
4 0
16 0
4 1
6 0
9 0
4 0
4 3
6 0
13 0
locus NW_006804001.1:2243074
8 0
13 0
18 0
8 0
7 0
20 0
7 0
15 0
15 0
5 0
3 1
13 0
8 0
locus NW_006804002.1:181718
26 0
25 0
33 0
5 0
8 0
29 0
7 0
14 0
13 0
10 0
5 0
8 0
7 0
locus NW_006804002.1:2476157
7 0
20 0
22 0
5 0
6 0
24 0
12 0
22 0
10 0
4 0
4 0
12 0
14 0
locus NW_006804003.1:922335
8 0
13 0
11 0
12 0
9 0
14 0
7 0
15 0
10 0
5 0
7 1
6 0
16 0
locus NW_006804003.1:2837737
4 0
18 0
15 0
10 0
11 0
17 0
11 0
7 0
22 0
6 1
7 0
9 0
13 0
locus NW_006804003.1:4126778
20 0
20 0
29 0
17 0
11 0
42 0
10 0
22 0
27 0
5 0
6 0
15 0
14 0
locus NW_006804003.1:4337396
1 10
13 0
0 21
0 5
0 4
0 10
0 4
0 10
24 0
0 4
0 4
12 0
0 9
locus NW_006804004.1:5184046
12 0
23 0
9 0
10 0
6 0
22 0
12 0
10 0
14 0
8 0
8 0
9 0
10 0
locus NW_006804005.1:1673856
8 0
6 0
12 0
8 0
12 0
24 0
5 0
16 0
4 5
4 0
4 0
9 0
10 0
locus NW_006804005.1:2210351
6 0
12 0
9 0
3 1
3 8
14 0
11 0
0 15
13 0
0 5
4 0
7 0
0 9
locus NW_006804006.1:1471246
4 1
25 0
12 1
6 0
8 0
34 0
11 0
10 0
8 0
4 0
7 0
7 0
13 0
locus NW_006804006.1:3481133
10 0
23 0
12 0
6 0
6 0
11 0
4 0
9 0
6 0
7 0
4 0
9 0
6 0
locus NW_006804007.1:1472293
6 0
17 0
19 0
5 0
11 0
16 0
11 0
13 0
19 0
4 0
5 0
13 0
12 0
locus NW_006804007.1:1550846
9 1
24 1
21 0
7 0
14 0
19 0
10 0
6 0
8 0
5 0
4 0
11 0
9 0
locus NW_006804007.1:4390823
13 0
11 0
21 0
10 0
11 0
13 0
5 0
7 0
18 0
4 2
6 0
9 0
0 11
locus NW_006804007.1:4425630
7 0
13 0
17 0
9 0
9 0
23 0
4 0
20 0
5 0
11 0
4 0
4 0
13 0
locus NW_006804007.1:4470134
16 0
9 0
21 0
7 0
15 0
29 0
5 0
14 0
0 8
6 0
4 0
10 0
5 0
locus NW_006804007.1:4639147
8 0
17 0
14 2
13 0
11 0
24 0
5 0
7 0
13 0
4 0
5 0
7 0
5 0
locus NW_006804007.1:4952132
18 0
16 0
22 0
9 0
11 0
35 0
5 0
17 0
15 0
4 0
9 0
13 0
12 0
locus NW_006804009.1:579933
1 20
9 13
5 33
1 8
7 9
11 14
0 13
3 24
17 10
0 11
3 3
9 0
20 33
locus NW_006804009.1:5060840
4 0
13 0
24 0
8 0
7 0
13 0
5 0
14 0
14 0
4 0
4 1
11 0
17 0
locus NW_006804010.1:2115476
6 3
2 19
7 19
1 3
2 7
7 31
4 3
11 11
11 20
2 6
4 4
3 3
2 13
locus NW_006804010.1:5073122
29 0
52 0
58 0
23 0
50 0
75 0
20 0
27 0
19 2
5 0
12 0
27 9
39 0
locus NW_006804010.1:5099906
5 16
3 31
9 25
0 18
10 28
14 48
7 31
6 31
1 21
3 11
3 10
5 38
12 26
locus NW_006804012.1:1409622
11 0
7 0
13 0
5 0
11 0
16 0
10 0
14 0
7 0
4 1
4 1
9 0
9 0
locus NW_006804012.1:4477741
6 0
14 0
25 1
5 0
7 0
30 0
8 0
24 0
12 0
5 0
6 0
14 0
5 0
locus NW_006804015.1:253444
5 8
17 0
9 5
5 0
4 5
12 12
9 7
18 12
11 8
4 2
2 4
15 0
9 5
locus NW_006804015.1:833914
15 0
17 0
17 0
6 0
4 0
23 0
11 0
14 0
0 10
6 0
4 0
15 0
17 0
locus NW_006804015.1:2488272
2 9
21 0
27 0
5 0
8 0
7 0
7 0
10 0
12 0
5 0
5 0
11 0
8 0
locus NW_006804015.1:3325227
6 0
11 0
14 0
10 0
5 0
32 1
10 0
9 0
0 20
5 0
4 0
6 0
4 0
locus NW_006804016.1:1069
48 8
102 2
57 25
32 7
50 2
67 5
51 5
77 15
110 16
36 6
24 0
85 3
89 7
locus NW_006804016.1:1799
33 2
75 13
40 6
19 1
26 2
64 0
25 4
62 2
54 4
25 0
16 0
46 3
39 4
locus NW_006804016.1:2242
25 1
62 0
58 0
40 0
49 0
161 0
27 0
72 2
83 0
19 0
21 1
48 0
70 0
locus NW_006804016.1:97728
8 9
13 9
10 10
3 2
15 8
11 8
9 7
14 13
10 4
5 3
5 0
16 4
15 5
locus NW_006804016.1:2984451
13 0
13 0
23 0
9 0
16 0
13 0
9 0
12 0
13 0
9 0
5 0
17 0
12 0
locus NW_006804016.1:3658729
16 0
15 0
11 1
6 0
6 0
16 0
7 0
4 0
20 0
7 0
4 0
12 0
8 0
